Serial Number:20565261 --
2022-07-20 15:48:00,22.98, , , , 
2022-07-20 15:49:00,22.99, , , , 
2022-07-20 15:50:00,22.92, , , , 
2022-07-20 15:51:00,22.73, , , , 
2022-07-20 15:52:00,22.49, , , , 
2022-07-20 15:53:00,22.20, , , , 
2022-07-20 15:54:00,21.94, , , , 
2022-07-20 15:55:00,21.80, , , , 
2022-07-20 15:56:00,21.73, , , , 
2022-07-20 15:57:00,21.73, , , , 
2022-07-20 15:58:00,21.75, , , , 
2022-07-20 15:59:00,21.78, , , , 
2022-07-20 16:00:00,21.84, , , , 
2022-07-20 16:01:00,21.91, , , , 
2022-07-20 16:02:00,21.98, , , , 
2022-07-20 16:03:00,22.04, , , , 
2022-07-20 16:04:00,22.12, , , , 
2022-07-20 16:05:00,22.22, , , , 
2022-07-20 16:06:00,22.29, , , , 
2022-07-20 16:07:00,22.36, , , , 
2022-07-20 16:08:00,22.46, , , , 
2022-07-20 16:09:00,22.53, , , , 
2022-07-20 16:10:00,22.58, , , , 
2022-07-20 16:11:00,22.67, , , , 
2022-07-20 16:12:00,22.72, , , , 
2022-07-20 16:13:00,22.79, , , , 
2022-07-20 16:13:01, , ,Logged,Logged, 
2022-07-20 16:13:05, , ,Logged, , 
2022-07-20 16:13:06, , , ,Logged, 
2022-07-20 16:14:00,22.85, , , , 
2022-07-20 16:14:47, , ,Logged, , 
2022-07-20 16:14:48, , ,Logged,Logged, 
2022-07-20 16:14:50, , , ,Logged, 
2022-07-20 16:14:52, , ,Logged, , 
2022-07-20 16:14:53, , , ,Logged, 
2022-07-20 16:15:00,22.92, , , , 
2022-07-20 16:16:00,22.98, , , , 
2022-07-20 16:17:00,23.03, , , , 
2022-07-20 16:18:00,23.03, , , , 
2022-07-20 16:19:00,23.06, , , , 
2022-07-20 16:20:00,23.08, , , , 
2022-07-20 16:21:00,23.08, , , , 
2022-07-20 16:22:00,23.11, , , , 
2022-07-20 16:23:00,23.15, , , , 
2022-07-20 16:24:00,23.14, , , , 
2022-07-20 16:25:00,23.16, , , , 
2022-07-20 16:26:00,23.13, , , , 
2022-07-20 16:27:00,23.15, , , , 
2022-07-20 16:28:00,23.14, , , , 
2022-07-20 16:29:00,23.17, , , , 
2022-07-20 16:30:00,23.20, , , , 
2022-07-20 16:31:00,23.27, , , , 
2022-07-20 16:32:00,23.30, , , , 
2022-07-20 16:33:00,23.35, , , , 
2022-07-20 16:34:00,23.36, , , , 
2022-07-20 16:35:00,23.38, , , , 
2022-07-20 16:36:00,23.41, , , , 
2022-07-20 16:37:00,23.44, , , , 
2022-07-20 16:38:00,23.44, , , , 
2022-07-20 16:39:00,23.44, , , , 
2022-07-20 16:40:00,23.45, , , , 
2022-07-20 16:41:00,23.45, , , , 
2022-07-20 16:42:00,23.43, , , , 
2022-07-20 16:43:00,23.42, , , , 
2022-07-20 16:44:00,23.40, , , , 
2022-07-20 16:45:00,23.42, , , , 
2022-07-20 16:46:00,23.42, , , , 
2022-07-20 16:47:00,23.43, , , , 
2022-07-20 16:48:00,23.46, , , , 
2022-07-20 16:49:00,23.50, , , , 
2022-07-20 16:50:00,23.53, , , , 
2022-07-20 16:51:00,23.54, , , , 
2022-07-20 16:52:00,23.54, , , , 
2022-07-20 16:53:00,23.59, , , , 
2022-07-20 16:54:00,23.64, , , , 
2022-07-20 16:55:00,23.65, , , , 
2022-07-20 16:56:00,23.71, , , , 
2022-07-20 16:57:00,23.77, , , , 
2022-07-20 16:58:00,23.76, , , , 
2022-07-20 16:59:00,23.84, , , , 
2022-07-20 17:00:00,23.87, , , , 
2022-07-20 17:01:00,23.94, , , , 
2022-07-20 17:02:00,23.98, , , , 
2022-07-20 17:03:00,24.00, , , , 
2022-07-20 17:04:00,24.06, , , , 
2022-07-20 17:05:00,24.11, , , , 
2022-07-20 17:06:00,24.14, , , , 
2022-07-20 17:07:00,24.19, , , , 
2022-07-20 17:08:00,24.25, , , , 
2022-07-20 17:09:00,24.29, , , , 
2022-07-20 17:10:00,24.34, , , , 
2022-07-20 17:11:00,24.38, , , , 
2022-07-20 17:12:00,24.46, , , , 
2022-07-20 17:13:00,24.50, , , , 
2022-07-20 17:14:00,24.55, , , , 
2022-07-20 17:15:00,24.60, , , , 
2022-07-20 17:16:00,24.68, , , , 
2022-07-20 17:17:00,24.69, , , , 
2022-07-20 17:18:00,24.73, , , , 
2022-07-20 17:19:00,24.79, , , , 
2022-07-20 17:20:00,24.85, , , , 
2022-07-20 17:21:00,24.90, , , , 
2022-07-20 17:22:00,24.94, , , , 
2022-07-20 17:23:00,24.97, , , , 
2022-07-20 17:24:00,25.03, , , , 
2022-07-20 17:25:00,25.10, , , , 
2022-07-20 17:26:00,25.14, , , , 
2022-07-20 17:27:00,25.19, , , , 
2022-07-20 17:28:00,25.24, , , , 
2022-07-20 17:29:00,25.30, , , , 
2022-07-20 17:30:00,25.35, , , , 
2022-07-20 17:31:00,25.38, , , , 
2022-07-20 17:32:00,25.44, , , , 
2022-07-20 17:33:00,25.48, , , , 
2022-07-20 17:34:00,25.51, , , , 
2022-07-20 17:35:00,25.59, , , , 
2022-07-20 17:36:00,25.59, , , , 
2022-07-20 17:37:00,25.64, , , , 
2022-07-20 17:38:00,25.71, , , , 
2022-07-20 17:39:00,25.77, , , , 
2022-07-20 17:40:00,25.81, , , , 
2022-07-20 17:41:00,25.84, , , , 
2022-07-20 17:42:00,25.89, , , , 
2022-07-20 17:43:00,25.92, , , , 
2022-07-20 17:44:00,25.96, , , , 
2022-07-20 17:45:00,25.99, , , , 
2022-07-20 17:46:00,26.02, , , , 
2022-07-20 17:47:00,26.07, , , , 
2022-07-20 17:48:00,26.11, , , , 
2022-07-20 17:49:00,26.16, , , , 
2022-07-20 17:50:00,26.18, , , , 
2022-07-20 17:51:00,26.21, , , , 
2022-07-20 17:52:00,26.28, , , , 
2022-07-20 17:53:00,26.33, , , , 
2022-07-20 17:54:00,26.36, , , , 
2022-07-20 17:55:00,26.38, , , , 
2022-07-20 17:56:00,26.42, , , , 
2022-07-20 17:57:00,26.45, , , , 
2022-07-20 17:58:00,26.46, , , , 
2022-07-20 17:59:00,26.48, , , , 
2022-07-20 18:00:00,26.54, , , , 
2022-07-20 18:01:00,26.56, , , , 
2022-07-20 18:02:00,26.63, , , , 
2022-07-20 18:03:00,26.67, , , , 
2022-07-20 18:04:00,26.69, , , , 
2022-07-20 18:05:00,26.68, , , , 
2022-07-20 18:06:00,26.71, , , , 
2022-07-20 18:07:00,26.75, , , , 
2022-07-20 18:08:00,26.78, , , , 
2022-07-20 18:09:00,26.80, , , , 
2022-07-20 18:10:00,26.80, , , , 
2022-07-20 18:11:00,26.80, , , , 
2022-07-20 18:12:00,26.79, , , , 
2022-07-20 18:13:00,26.79, , , , 
2022-07-20 18:14:00,26.77, , , , 
2022-07-20 18:15:00,26.72, , , , 
2022-07-20 18:16:00,26.67, , , , 
2022-07-20 18:17:00,26.63, , , , 
2022-07-20 18:18:00,26.62, , , , 
2022-07-20 18:19:00,26.56, , , , 
2022-07-20 18:20:00,26.52, , , , 
2022-07-20 18:21:00,26.49, , , , 
2022-07-20 18:22:00,26.45, , , , 
2022-07-20 18:23:00,26.41, , , , 
2022-07-20 18:24:00,26.36, , , , 
2022-07-20 18:25:00,26.34, , , , 
2022-07-20 18:26:00,26.28, , , , 
2022-07-20 18:27:00,26.23, , , , 
2022-07-20 18:28:00,26.20, , , , 
2022-07-20 18:29:00,26.12, , , , 
2022-07-20 18:30:00,26.09, , , , 
2022-07-20 18:31:00,26.02, , , , 
2022-07-20 18:32:00,25.95, , , , 
2022-07-20 18:33:00,25.91, , , , 
2022-07-20 18:34:00,25.82, , , , 
2022-07-20 18:35:00,25.77, , , , 
2022-07-20 18:36:00,25.69, , , , 
2022-07-20 18:37:00,25.66, , , , 
2022-07-20 18:38:00,25.61, , , , 
2022-07-20 18:39:00,25.53, , , , 
2022-07-20 18:40:00,25.50, , , , 
2022-07-20 18:41:00,25.47, , , , 
2022-07-20 18:42:00,25.40, , , , 
2022-07-20 18:43:00,25.32, , , , 
2022-07-20 18:44:00,25.28, , , , 
2022-07-20 18:45:00,25.20, , , , 
2022-07-20 18:46:00,25.14, , , , 
2022-07-20 18:47:00,25.10, , , , 
2022-07-20 18:48:00,25.05, , , , 
2022-07-20 18:49:00,24.98, , , , 
2022-07-20 18:50:00,24.92, , , , 
2022-07-20 18:51:00,24.90, , , , 
2022-07-20 18:52:00,24.80, , , , 
2022-07-20 18:53:00,24.77, , , , 
2022-07-20 18:54:00,24.72, , , , 
2022-07-20 18:55:00,24.69, , , , 
2022-07-20 18:56:00,24.63, , , , 
2022-07-20 18:57:00,24.57, , , , 
2022-07-20 18:58:00,24.51, , , , 
2022-07-20 18:59:00,24.49, , , , 
2022-07-20 19:00:00,24.44, , , , 
2022-07-20 19:01:00,24.40, , , , 
2022-07-20 19:02:00,24.35, , , , 
2022-07-20 19:03:00,24.29, , , , 
2022-07-20 19:04:00,24.27, , , , 
2022-07-20 19:05:00,24.23, , , , 
2022-07-20 19:06:00,24.21, , , , 
2022-07-20 19:07:00,24.19, , , , 
2022-07-20 19:08:00,24.14, , , , 
2022-07-20 19:09:00,24.13, , , , 
2022-07-20 19:10:00,24.09, , , , 
2022-07-20 19:11:00,24.05, , , , 
2022-07-20 19:12:00,24.04, , , , 
2022-07-20 19:13:00,24.00, , , , 
2022-07-20 19:14:00,23.96, , , , 
2022-07-20 19:15:00,23.95, , , , 
2022-07-20 19:16:00,23.92, , , , 
2022-07-20 19:17:00,23.89, , , , 
2022-07-20 19:18:00,23.88, , , , 
2022-07-20 19:19:00,23.85, , , , 
2022-07-20 19:20:00,23.82, , , , 
2022-07-20 19:21:00,23.80, , , , 
2022-07-20 19:22:00,23.77, , , , 
2022-07-20 19:23:00,23.76, , , , 
2022-07-20 19:24:00,23.73, , , , 
2022-07-20 19:25:00,23.70, , , , 
2022-07-20 19:26:00,23.70, , , , 
2022-07-20 19:27:00,23.68, , , , 
2022-07-20 19:28:00,23.62, , , , 
2022-07-20 19:29:00,23.60, , , , 
2022-07-20 19:30:00,23.57, , , , 
2022-07-20 19:31:00,23.56, , , , 
2022-07-20 19:32:00,23.55, , , , 
2022-07-20 19:33:00,23.52, , , , 
2022-07-20 19:34:00,23.50, , , , 
2022-07-20 19:35:00,23.50, , , , 
2022-07-20 19:36:00,23.45, , , , 
2022-07-20 19:37:00,23.43, , , , 
2022-07-20 19:38:00,23.43, , , , 
2022-07-20 19:39:00,23.40, , , , 
2022-07-20 19:40:00,23.36, , , , 
2022-07-20 19:41:00,23.35, , , , 
2022-07-20 19:42:00,23.34, , , , 
2022-07-20 19:43:00,23.32, , , , 
2022-07-20 19:44:00,23.30, , , , 
2022-07-20 19:45:00,23.30, , , , 
2022-07-20 19:46:00,23.27, , , , 
2022-07-20 19:47:00,23.26, , , , 
2022-07-20 19:48:00,23.24, , , , 
2022-07-20 19:49:00,23.23, , , , 
2022-07-20 19:50:00,23.22, , , , 
2022-07-20 19:51:00,23.18, , , , 
2022-07-20 19:52:00,23.18, , , , 
2022-07-20 19:53:00,23.17, , , , 
2022-07-20 19:54:00,23.16, , , , 
2022-07-20 19:55:00,23.13, , , , 
2022-07-20 19:56:00,23.10, , , , 
2022-07-20 19:57:00,23.08, , , , 
2022-07-20 19:58:00,23.08, , , , 
2022-07-20 19:59:00,23.10, , , , 
2022-07-20 20:00:00,23.08, , , , 
2022-07-20 20:01:00,23.06, , , , 
2022-07-20 20:02:00,23.07, , , , 
2022-07-20 20:03:00,23.00, , , , 
2022-07-20 20:04:00,23.03, , , , 
2022-07-20 20:05:00,23.01, , , , 
2022-07-20 20:06:00,23.00, , , , 
2022-07-20 20:07:00,23.00, , , , 
2022-07-20 20:08:00,22.97, , , , 
2022-07-20 20:09:00,22.97, , , , 
2022-07-20 20:10:00,22.95, , , , 
2022-07-20 20:11:00,22.94, , , , 
2022-07-20 20:12:00,22.95, , , , 
2022-07-20 20:13:00,22.94, , , , 
2022-07-20 20:14:00,22.94, , , , 
2022-07-20 20:15:00,22.91, , , , 
2022-07-20 20:16:00,22.88, , , , 
2022-07-20 20:17:00,22.91, , , , 
2022-07-20 20:18:00,22.90, , , , 
2022-07-20 20:19:00,22.90, , , , 
2022-07-20 20:20:00,22.86, , , , 
2022-07-20 20:21:00,22.87, , , , 
2022-07-20 20:22:00,22.86, , , , 
2022-07-20 20:23:00,22.84, , , , 
2022-07-20 20:24:00,22.84, , , , 
2022-07-20 20:25:00,22.83, , , , 
2022-07-20 20:26:00,22.82, , , , 
2022-07-20 20:27:00,22.81, , , , 
2022-07-20 20:28:00,22.80, , , , 
2022-07-20 20:29:00,22.81, , , , 
2022-07-20 20:30:00,22.78, , , , 
2022-07-20 20:31:00,22.80, , , , 
2022-07-20 20:32:00,22.76, , , , 
2022-07-20 20:33:00,22.73, , , , 
2022-07-20 20:34:00,22.72, , , , 
2022-07-20 20:35:00,22.71, , , , 
2022-07-20 20:36:00,22.69, , , , 
2022-07-20 20:37:00,22.68, , , , 
2022-07-20 20:38:00,22.65, , , , 
2022-07-20 20:39:00,22.67, , , , 
2022-07-20 20:40:00,22.67, , , , 
2022-07-20 20:41:00,22.65, , , , 
2022-07-20 20:42:00,22.65, , , , 
2022-07-20 20:43:00,22.65, , , , 
2022-07-20 20:44:00,22.64, , , , 
2022-07-20 20:45:00,22.62, , , , 
2022-07-20 20:46:00,22.60, , , , 
2022-07-20 20:47:00,22.58, , , , 
2022-07-20 20:48:00,22.61, , , , 
2022-07-20 20:49:00,22.58, , , , 
2022-07-20 20:50:00,22.58, , , , 
2022-07-20 20:51:00,22.58, , , , 
2022-07-20 20:52:00,22.55, , , , 
2022-07-20 20:53:00,22.56, , , , 
2022-07-20 20:54:00,22.54, , , , 
2022-07-20 20:55:00,22.54, , , , 
2022-07-20 20:56:00,22.54, , , , 
2022-07-20 20:57:00,22.54, , , , 
2022-07-20 20:58:00,22.54, , , , 
2022-07-20 20:59:00,22.51, , , , 
2022-07-20 21:00:00,22.53, , , , 
2022-07-20 21:01:00,22.53, , , , 
2022-07-20 21:02:00,22.52, , , , 
2022-07-20 21:03:00,22.51, , , , 
2022-07-20 21:04:00,22.50, , , , 
2022-07-20 21:05:00,22.50, , , , 
2022-07-20 21:06:00,22.50, , , , 
2022-07-20 21:07:00,22.48, , , , 
2022-07-20 21:08:00,22.49, , , , 
2022-07-20 21:09:00,22.49, , , , 
2022-07-20 21:10:00,22.48, , , , 
2022-07-20 21:11:00,22.48, , , , 
2022-07-20 21:12:00,22.50, , , , 
2022-07-20 21:13:00,22.47, , , , 
2022-07-20 21:14:00,22.48, , , , 
2022-07-20 21:15:00,22.47, , , , 
2022-07-20 21:16:00,22.48, , , , 
2022-07-20 21:17:00,22.48, , , , 
2022-07-20 21:18:00,22.48, , , , 
2022-07-20 21:19:00,22.47, , , , 
2022-07-20 21:20:00,22.46, , , , 
2022-07-20 21:21:00,22.46, , , , 
2022-07-20 21:22:00,22.46, , , , 
2022-07-20 21:23:00,22.46, , , , 
2022-07-20 21:24:00,22.47, , , , 
2022-07-20 21:25:00,22.44, , , , 
2022-07-20 21:26:00,22.44, , , , 
2022-07-20 21:27:00,22.42, , , , 
2022-07-20 21:28:00,22.42, , , , 
2022-07-20 21:29:00,22.41, , , , 
2022-07-20 21:30:00,22.41, , , , 
2022-07-20 21:31:00,22.41, , , , 
2022-07-20 21:32:00,22.41, , , , 
2022-07-20 21:33:00,22.39, , , , 
2022-07-20 21:34:00,22.40, , , , 
2022-07-20 21:35:00,22.42, , , , 
2022-07-20 21:36:00,22.41, , , , 
2022-07-20 21:37:00,22.40, , , , 
2022-07-20 21:38:00,22.41, , , , 
2022-07-20 21:39:00,22.41, , , , 
2022-07-20 21:40:00,22.39, , , , 
2022-07-20 21:41:00,22.39, , , , 
2022-07-20 21:42:00,22.38, , , , 
2022-07-20 21:43:00,22.39, , , , 
2022-07-20 21:44:00,22.39, , , , 
2022-07-20 21:45:00,22.38, , , , 
2022-07-20 21:46:00,22.37, , , , 
2022-07-20 21:47:00,22.37, , , , 
2022-07-20 21:48:00,22.36, , , , 
2022-07-20 21:49:00,22.35, , , , 
2022-07-20 21:50:00,22.37, , , , 
2022-07-20 21:51:00,22.36, , , , 
2022-07-20 21:52:00,22.36, , , , 
2022-07-20 21:53:00,22.37, , , , 
2022-07-20 21:54:00,22.37, , , , 
2022-07-20 21:55:00,22.35, , , , 
2022-07-20 21:56:00,22.36, , , , 
2022-07-20 21:57:00,22.33, , , , 
2022-07-20 21:58:00,22.35, , , , 
2022-07-20 21:59:00,22.34, , , , 
2022-07-20 22:00:00,22.34, , , , 
2022-07-20 22:01:00,22.34, , , , 
2022-07-20 22:02:00,22.35, , , , 
2022-07-20 22:03:00,22.34, , , , 
2022-07-20 22:04:00,22.35, , , , 
2022-07-20 22:05:00,22.35, , , , 
2022-07-20 22:06:00,22.35, , , , 
2022-07-20 22:07:00,22.35, , , , 
2022-07-20 22:08:00,22.35, , , , 
2022-07-20 22:09:00,22.34, , , , 
2022-07-20 22:10:00,22.33, , , , 
2022-07-20 22:11:00,22.37, , , , 
2022-07-20 22:12:00,22.33, , , , 
2022-07-20 22:13:00,22.32, , , , 
2022-07-20 22:14:00,22.32, , , , 
2022-07-20 22:15:00,22.33, , , , 
2022-07-20 22:16:00,22.34, , , , 
2022-07-20 22:17:00,22.33, , , , 
2022-07-20 22:18:00,22.34, , , , 
2022-07-20 22:19:00,22.31, , , , 
2022-07-20 22:20:00,22.31, , , , 
2022-07-20 22:21:00,22.33, , , , 
2022-07-20 22:22:00,22.32, , , , 
2022-07-20 22:23:00,22.31, , , , 
2022-07-20 22:24:00,22.32, , , , 
2022-07-20 22:25:00,22.29, , , , 
2022-07-20 22:26:00,22.29, , , , 
2022-07-20 22:27:00,22.31, , , , 
2022-07-20 22:28:00,22.32, , , , 
2022-07-20 22:29:00,22.31, , , , 
2022-07-20 22:30:00,22.31, , , , 
2022-07-20 22:31:00,22.29, , , , 
2022-07-20 22:32:00,22.28, , , , 
2022-07-20 22:33:00,22.28, , , , 
2022-07-20 22:34:00,22.29, , , , 
2022-07-20 22:35:00,22.29, , , , 
2022-07-20 22:36:00,22.29, , , , 
2022-07-20 22:37:00,22.28, , , , 
2022-07-20 22:38:00,22.28, , , , 
2022-07-20 22:39:00,22.26, , , , 
2022-07-20 22:40:00,22.27, , , , 
2022-07-20 22:41:00,22.27, , , , 
2022-07-20 22:42:00,22.27, , , , 
2022-07-20 22:43:00,22.26, , , , 
2022-07-20 22:44:00,22.27, , , , 
2022-07-20 22:45:00,22.26, , , , 
2022-07-20 22:46:00,22.27, , , , 
2022-07-20 22:47:00,22.26, , , , 
2022-07-20 22:48:00,22.27, , , , 
2022-07-20 22:49:00,22.25, , , , 
2022-07-20 22:50:00,22.24, , , , 
2022-07-20 22:51:00,22.25, , , , 
2022-07-20 22:52:00,22.27, , , , 
2022-07-20 22:53:00,22.27, , , , 
2022-07-20 22:54:00,22.25, , , , 
2022-07-20 22:55:00,22.24, , , , 
2022-07-20 22:56:00,22.26, , , , 
2022-07-20 22:57:00,22.25, , , , 
2022-07-20 22:58:00,22.23, , , , 
2022-07-20 22:59:00,22.22, , , , 
2022-07-20 23:00:00,22.23, , , , 
2022-07-20 23:01:00,22.23, , , , 
2022-07-20 23:02:00,22.23, , , , 
2022-07-20 23:03:00,22.25, , , , 
2022-07-20 23:04:00,22.22, , , , 
2022-07-20 23:05:00,22.24, , , , 
2022-07-20 23:06:00,22.24, , , , 
2022-07-20 23:07:00,22.21, , , , 
2022-07-20 23:08:00,22.23, , , , 
2022-07-20 23:09:00,22.23, , , , 
2022-07-20 23:10:00,22.22, , , , 
2022-07-20 23:11:00,22.22, , , , 
2022-07-20 23:12:00,22.22, , , , 
2022-07-20 23:13:00,22.22, , , , 
2022-07-20 23:14:00,22.23, , , , 
2022-07-20 23:15:00,22.23, , , , 
2022-07-20 23:16:00,22.21, , , , 
2022-07-20 23:17:00,22.23, , , , 
2022-07-20 23:18:00,22.21, , , , 
2022-07-20 23:19:00,22.22, , , , 
2022-07-20 23:20:00,22.23, , , , 
2022-07-20 23:21:00,22.21, , , , 
2022-07-20 23:22:00,22.21, , , , 
2022-07-20 23:23:00,22.22, , , , 
2022-07-20 23:24:00,22.21, , , , 
2022-07-20 23:25:00,22.21, , , , 
2022-07-20 23:26:00,22.22, , , , 
2022-07-20 23:27:00,22.23, , , , 
2022-07-20 23:28:00,22.20, , , , 
2022-07-20 23:29:00,22.23, , , , 
2022-07-20 23:30:00,22.22, , , , 
2022-07-20 23:31:00,22.21, , , , 
2022-07-20 23:32:00,22.22, , , , 
2022-07-20 23:33:00,22.20, , , , 
2022-07-20 23:34:00,22.22, , , , 
2022-07-20 23:35:00,22.22, , , , 
2022-07-20 23:36:00,22.23, , , , 
2022-07-20 23:37:00,22.23, , , , 
2022-07-20 23:38:00,22.22, , , , 
2022-07-20 23:39:00,22.23, , , , 
2022-07-20 23:40:00,22.22, , , , 
2022-07-20 23:41:00,22.23, , , , 
2022-07-20 23:42:00,22.22, , , , 
2022-07-20 23:43:00,22.22, , , , 
2022-07-20 23:44:00,22.20, , , , 
2022-07-20 23:45:00,22.21, , , , 
2022-07-20 23:46:00,22.21, , , , 
2022-07-20 23:47:00,22.20, , , , 
2022-07-20 23:48:00,22.22, , , , 
2022-07-20 23:49:00,22.23, , , , 
2022-07-20 23:50:00,22.20, , , , 
2022-07-20 23:51:00,22.21, , , , 
2022-07-20 23:52:00,22.20, , , , 
2022-07-20 23:53:00,22.20, , , , 
2022-07-20 23:54:00,22.21, , , , 
2022-07-20 23:55:00,22.20, , , , 
2022-07-20 23:56:00,22.22, , , , 
2022-07-20 23:57:00,22.23, , , , 
2022-07-20 23:58:00,22.23, , , , 
2022-07-20 23:59:00,22.21, , , , 
2022-07-21 00:00:00,22.20, , , , 
2022-07-21 00:01:00,22.23, , , , 
2022-07-21 00:02:00,22.20, , , , 
2022-07-21 00:03:00,22.26, , , , 
2022-07-21 00:04:00,22.27, , , , 
2022-07-21 00:05:00,22.29, , , , 
2022-07-21 00:06:00,22.34, , , , 
2022-07-21 00:07:00,22.39, , , , 
2022-07-21 00:08:00,22.46, , , , 
2022-07-21 00:09:00,22.51, , , , 
2022-07-21 00:10:00,22.55, , , , 
2022-07-21 00:11:00,22.63, , , , 
2022-07-21 00:12:00,22.68, , , , 
2022-07-21 00:13:00,22.76, , , , 
2022-07-21 00:14:00,22.78, , , , 
2022-07-21 00:15:00,22.87, , , , 
2022-07-21 00:16:00,22.92, , , , 
2022-07-21 00:17:00,22.98, , , , 
2022-07-21 00:18:00,23.03, , , , 
2022-07-21 00:19:00,23.10, , , , 
2022-07-21 00:20:00,23.20, , , , 
2022-07-21 00:21:00,23.23, , , , 
2022-07-21 00:22:00,23.30, , , , 
2022-07-21 00:23:00,23.36, , , , 
2022-07-21 00:24:00,23.42, , , , 
2022-07-21 00:25:00,23.47, , , , 
2022-07-21 00:26:00,23.53, , , , 
2022-07-21 00:27:00,23.58, , , , 
2022-07-21 00:28:00,23.66, , , , 
2022-07-21 00:29:00,23.70, , , , 
2022-07-21 00:30:00,23.76, , , , 
2022-07-21 00:31:00,23.82, , , , 
2022-07-21 00:32:00,23.87, , , , 
2022-07-21 00:33:00,23.95, , , , 
2022-07-21 00:34:00,24.00, , , , 
2022-07-21 00:35:00,24.06, , , , 
2022-07-21 00:36:00,24.12, , , , 
2022-07-21 00:37:00,24.17, , , , 
2022-07-21 00:38:00,24.26, , , , 
2022-07-21 00:39:00,24.29, , , , 
2022-07-21 00:40:00,24.34, , , , 
2022-07-21 00:41:00,24.43, , , , 
2022-07-21 00:42:00,24.44, , , , 
2022-07-21 00:43:00,24.53, , , , 
2022-07-21 00:44:00,24.59, , , , 
2022-07-21 00:45:00,24.66, , , , 
2022-07-21 00:46:00,24.72, , , , 
2022-07-21 00:47:00,24.77, , , , 
2022-07-21 00:48:00,24.83, , , , 
2022-07-21 00:49:00,24.89, , , , 
2022-07-21 00:50:00,24.94, , , , 
2022-07-21 00:51:00,25.00, , , , 
2022-07-21 00:52:00,25.06, , , , 
2022-07-21 00:53:00,25.08, , , , 
2022-07-21 00:54:00,25.09, , , , 
2022-07-21 00:55:00,25.08, , , , 
2022-07-21 00:56:00,25.07, , , , 
2022-07-21 00:57:00,25.06, , , , 
2022-07-21 00:58:00,25.05, , , , 
2022-07-21 00:59:00,25.03, , , , 
2022-07-21 01:00:00,25.05, , , , 
2022-07-21 01:01:00,25.04, , , , 
2022-07-21 01:02:00,25.02, , , , 
2022-07-21 01:03:00,25.03, , , , 
2022-07-21 01:04:00,25.00, , , , 
2022-07-21 01:05:00,25.01, , , , 
2022-07-21 01:06:00,25.00, , , , 
2022-07-21 01:07:00,24.99, , , , 
2022-07-21 01:08:00,24.98, , , , 
2022-07-21 01:09:00,24.95, , , , 
2022-07-21 01:10:00,24.95, , , , 
2022-07-21 01:11:00,24.93, , , , 
2022-07-21 01:12:00,24.90, , , , 
2022-07-21 01:13:00,24.93, , , , 
2022-07-21 01:14:00,24.90, , , , 
2022-07-21 01:15:00,24.88, , , , 
2022-07-21 01:16:00,24.89, , , , 
2022-07-21 01:17:00,24.87, , , , 
2022-07-21 01:18:00,24.87, , , , 
2022-07-21 01:19:00,24.86, , , , 
2022-07-21 01:20:00,24.87, , , , 
2022-07-21 01:21:00,24.86, , , , 
2022-07-21 01:22:00,24.87, , , , 
2022-07-21 01:23:00,24.89, , , , 
2022-07-21 01:24:00,24.88, , , , 
2022-07-21 01:25:00,24.92, , , , 
2022-07-21 01:26:00,24.93, , , , 
2022-07-21 01:27:00,24.93, , , , 
2022-07-21 01:28:00,24.97, , , , 
2022-07-21 01:29:00,24.99, , , , 
2022-07-21 01:30:00,25.03, , , , 
2022-07-21 01:31:00,25.04, , , , 
2022-07-21 01:32:00,25.06, , , , 
2022-07-21 01:33:00,25.10, , , , 
2022-07-21 01:34:00,25.14, , , , 
2022-07-21 01:35:00,25.15, , , , 
2022-07-21 01:36:00,25.18, , , , 
2022-07-21 01:37:00,25.22, , , , 
2022-07-21 01:38:00,25.24, , , , 
